MFG_DAY,TFT_CHIP_ID,LOT_ID,TFT_GLASS_ID,CF_GLASS_ID,PRODUCT_CODE,MODULE_MODEL_NO,MULTI_DEFECT_CODE,MULTI_JND,PIC_ID,TEST_TOOL_ID,X,Y,GRADE
4/6/2022,D28F0RB,7A2D28,7A2D28F0R,D85Q123S3L,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D28F0RBZZ_20220406051135_0_L050P_resize.bmp,JI16,3034,2078,P
4/6/2022,D28F0SB,7A2D28,7A2D28F0S,D85Q123S3P,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D28F0SBZZ_20220406131617_0_L050P_resize.bmp,JI16,590,631,P
4/6/2022,D28G1FB,7A2D28,7A2D28G1F,D85Q123M0V,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D28G1FBZZ_20220406154403_0_L050P_resize.bmp,JI16,450,758,P
4/6/2022,D28G1SB,7A2D28,7A2D28G1S,D85Q123S35,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D28G1SBZZ_20220406154842_0_L050P_resize.bmp,JI16,337,858,P
4/6/2022,D28G3SB,7A2D28,7A2D28G3S,D85Q123Q5U,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D28G3SBZZ_20220406230501_0_L050P_resize.bmp,JI16,1844,1338,P
4/6/2022,D28G4XA,7A2D28,7A2D28G4X,D85Q123S81,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D28G4XAZZ_20220406150442_0_L050P_resize.bmp,JI16,301,562,P
4/6/2022,D28M2FB,7C2D28,7C2D28M2F,D85Q1238U2,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D28M2FBZZ_20220406121728_0_L050P_resize.bmp,JI16,3554,396,P
4/6/2022,D28M2SB,7C2D28,7C2D28M2S,D85Q123L4G,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D28M2SBZZ_20220406120448_0_L050P_resize.bmp,JI16,205,1818,P
4/6/2022,D28N5BA,7C2D28,7C2D28N5B,D85Q123RU0,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D28N5BAZZ_20220406113856_0_L050P_resize.bmp,JI16,2756,1988,P
4/6/2022,D28N9GB,7C2D28,7C2D28N9G,D85Q123FQA,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D28N9GBZZ_20220406004712_0_L050P_resize.bmp,JI16,2924,2076,P
4/6/2022,D28P1SB,7C2D28,7C2D28P1S,D85Q123S26,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D28P1SBZZ_20220406092134_0_L050P_resize.bmp,JI16,423,2052,P
4/6/2022,D28P3CB,7C2D28,7C2D28P3C,K83Q0203Y8,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D28P3CBZZ_20220406053028_0_L050P_resize.bmp,JI16,599,1718,P
4/6/2022,D28P3QB,7C2D28,7C2D28P3Q,K83Q0203QG,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D28P3QBZZ_20220406052812_0_L050P_resize.bmp,JI16,2984,985,P
4/6/2022,D28P5HB,7C2D28,7C2D28P5H,D85Q123SG6,T850QVN03,T850QVN03-J/S0,L128 Mura,2.8,7C2D28P5HBZZ_20220406153210_0_L050P_resize.bmp,JI16,499,602,N
4/6/2022,D28P5ZB,7C2D28,7C2D28P5Z,D85Q123F88,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D28P5ZBZZ_20220406110254_0_L050P_resize.bmp,JI16,851,2055,P
4/6/2022,D28P7AB,7C2D28,7C2D28P7A,D85Q123QVF,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D28P7ABZZ_20220406073725_0_L050P_resize.bmp,JI16,351,389,P
4/6/2022,D28Q0LA,7C2D28,7C2D28Q0L,D85Q1232ZS,T850QVN03,T850QVN03-J/S0,L128 Mura,2.7,7C2D28Q0LAZZ_20220406042751_0_L050P_resize.bmp,JI16,3561,194,P
4/6/2022,D28R7EB,7A2D28,7A2D28R7E,D85Q123RKC,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D28R7EBZZ_20220406092936_0_L050P_resize.bmp,JI16,839,631,P
4/6/2022,D28R7RB,7A2D28,7A2D28R7R,D85Q123S8Y,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D28R7RBZZ_20220406092511_0_L050P_resize.bmp,JI16,3132,2066,P
4/6/2022,D28R7ZB,7A2D28,7A2D28R7Z,D85Q123RTX,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D28R7ZBZZ_20220406072016_0_L050P_resize.bmp,JI16,2983,2068,P
4/6/2022,D28S1BB,7C2D28,7C2D28S1B,D85Q123MP8,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D28S1BBZZ_20220406120210_0_L050P_resize.bmp,JI16,161,2044,P
4/6/2022,D28S7NA,7C2D28,7C2D28S7N,D85Q123SJM,T850QVN03,T850QVN03-J/S0,L128 Mura,2.8,7C2D28S7NAZZ_20220406092049_0_L050P_resize.bmp,JI16,491,1398,N
4/6/2022,D28S7NB,7C2D28,7C2D28S7N,D85Q123SJM,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D28S7NBZZ_20220406092026_0_L050P_resize.bmp,JI16,1841,1353,P
4/6/2022,D28U3AB,7A2D28,7A2D28U3A,D85Q123SD4,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D28U3ABZZ_20220406152740_0_L050P_resize.bmp,JI16,391,1998,P
4/6/2022,D2933QA,7A2D29,7A2D2933Q,K83Q0203UF,T850QVN03,T850QVN03-J/S0,L128 Mura,2.7,7A2D2933QAZZ_20220406135906_0_L050P_resize.bmp,JI16,480,90,P
4/6/2022,D2938ZB,7C2D29,7C2D2938Z,D85Q132WE1,T850QVN03,T850QVN03-J/S0,L128 Mura,2,7C2D2938ZBZZ_20220406181105_0_L050P_resize.bmp,JI16,2044,1308,Z
4/6/2022,D29N5AA,7C2D29,7C2D29N5A,D85Q132Y0Y,T850QVN03,T850QVN03-J/S0,L128 Mura,2,7C2D29N5AAZZ_20220406084946_0_L050P_resize.bmp,JI16,664,2068,Z
4/6/2022,D29P01B,7C2D29,7C2D29P01,D85Q132TV2,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D29P01BZZ_20220406045536_0_L050P_resize.bmp,JI16,3316,2088,P
4/6/2022,D30M6ZA,7C2D30,7C2D30M6Z,D85Q132VWC,T850QVN03,T850QVN03-J/S0,L128 Mura,2.8,7C2D30M6ZAZZ_20220406214111_0_L050P_resize.bmp,JI16,491,881,N
4/6/2022,D30U8EB,7C2D30,7C2D30U8E,D85Q132ZG0,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D30U8EBZZ_20220406211338_0_L050P_resize.bmp,JI16,2064,910,P
4/6/2022,D30V6TA,UN2D30,UN2D30V6T,D85Q132V73,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,UN2D30V6TAZZ_20220406170657_0_L050P_resize.bmp,JI16,498,531,P
4/6/2022,D3111BA,7H2D31,7H2D3111B,D85Q13301Z,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7H2D3111BAZZ_20220406215800_0_L050P_resize.bmp,JI16,1604,1278,P
4/7/2022,D14T71B,192D14,192D14T71,D85Q132XAV,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,192D14T71BZZ_20220407062150_0_L050P_resize.bmp,JI16,1121,983,P
4/7/2022,D22A4SB,7H2D22,7H2D22A4S,K83Q0302LN,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7H2D22A4SBZZ_20220407043255_0_L050P_resize.bmp,JI16,1989,1361,P
4/7/2022,D2615SB,7C2D26,7C2D2615S,D85Q132WTM,T850QVN03,T850QVN03-J/S0,L128 Mura,2.7,7C2D2615SBZZ_20220407173353_0_L050P_resize.bmp,JI16,1236,283,P
4/7/2022,D2740LA,7A2D27,7A2D2740L,D85Q12389B,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D2740LAZZ_20220407091109_0_L050P_resize.bmp,JI16,814,1228,P
4/7/2022,D2803ZA,7A2D28,7A2D2803Z,D85Q123R0A,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D2803ZAZZ_20220407205822_0_L050P_resize.bmp,JI16,1856,1320,P
4/7/2022,D28C6NB,7A2D28,7A2D28C6N,D85Q123FPC,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D28C6NBZZ_20220407091342_0_L050P_resize.bmp,JI16,587,2138,P
4/7/2022,D28G1UB,7A2D28,7A2D28G1U,D85Q123QLS,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D28G1UBZZ_20220407030629_0_L050P_resize.bmp,JI16,235,2068,P
4/7/2022,D28G4GA,7A2D28,7A2D28G4G,D85Q123Q5J,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D28G4GAZZ_20220407090312_0_L050P_resize.bmp,JI16,273,649,P
4/7/2022,D28S5SB,7C2D28,7C2D28S5S,D85Q132W7A,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D28S5SBZZ_20220407071610_0_L050P_resize.bmp,JI16,1924,1337,P
4/7/2022,D28U3DB,7A2D28,7A2D28U3D,D85Q123SE6,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D28U3DBZZ_20220407030613_0_L050P_resize.bmp,JI16,3219,2075,P
4/7/2022,D2906AB,7A2D29,7A2D2906A,D85Q133LKF,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D2906ABZZ_20220407103121_0_L050P_resize.bmp,JI16,490,586,P
4/7/2022,D2921WA,7C2D29,7C2D2921W,D85Q123T5T,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D2921WAZZ_20220407151930_0_L050P_resize.bmp,JI16,1440,1187,P
4/7/2022,D29331B,7A2D29,7A2D29331,D85Q123QBQ,T850QVN03,T850QVN03-J/S0,L128 Mura,2.7,7A2D29331BZZ_20220407030928_0_L050P_resize.bmp,JI16,2224,74,P
4/7/2022,D2942QB,7C2D29,7C2D2942Q,D85Q132XK0,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D2942QBZZ_20220407152203_0_L050P_resize.bmp,JI16,2354,1693,P
4/7/2022,D2981PB,7C2D29,7C2D2981P,D85Q132UF9,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D2981PBZZ_20220407232118_0_L050P_resize.bmp,JI16,434,2063,P
4/7/2022,D29C4EA,7C2D29,7C2D29C4E,D85Q132XMD,T850QVN03,T850QVN03-J/S0,L128 Mura,2.7,7C2D29C4EAZZ_20220407061656_0_L050P_resize.bmp,JI16,1696,1448,P
4/7/2022,D29N0WA,UN2D29,UN2D29N0W,D85Q132SSP,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,UN2D29N0WAZZ_20220407171227_0_L050P_resize.bmp,JI16,2251,1518,P
4/7/2022,D29R1SB,7C2D29,7C2D29R1S,D85Q132TK1,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D29R1SBZZ_20220407152223_0_L050P_resize.bmp,JI16,2024,958,P
4/7/2022,D3082YB,7C2D30,7C2D3082Y,D85Q132XWV,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D3082YBZZ_20220407081025_0_L050P_resize.bmp,JI16,950,932,P
4/7/2022,D3090AB,7C2D30,7C2D3090A,D85Q132VTT,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D3090ABZZ_20220407155018_0_L050P_resize.bmp,JI16,501,532,P
4/7/2022,D30B1MA,7C2D30,7C2D30B1M,D85Q132WDJ,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D30B1MAZZ_20220407160926_0_L050P_resize.bmp,JI16,1504,1153,P
4/7/2022,D30J9DB,UN2D30,UN2D30J9D,D85Q123TB4,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,UN2D30J9DBZZ_20220407174612_0_L050P_resize.bmp,JI16,64,1658,P
4/7/2022,D30W1JA,7C2D30,7C2D30W1J,D85Q132ZJR,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D30W1JAZZ_20220407075758_0_L050P_resize.bmp,JI16,2348,1974,P
4/7/2022,D30W1NA,7C2D30,7C2D30W1N,D85Q132XMP,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D30W1NAZZ_20220407062547_0_L050P_resize.bmp,JI16,3224,1858,P
4/7/2022,D30W1QA,7C2D30,7C2D30W1Q,D85Q132Z8P,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D30W1QAZZ_20220407061752_0_L050P_resize.bmp,JI16,230,2068,P
4/7/2022,D3110JB,7H2D31,7H2D3110J,D85Q132Z43,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7H2D3110JBZZ_20220407064604_0_L050P_resize.bmp,JI16,866,1859,P
4/7/2022,D3156NA,7C2D31,7C2D3156N,D85Q132VLS,T850QVN03,T850QVN03-J/S0,L128 Mura,2.7,7C2D3156NAZZ_20220407210450_0_L050P_resize.bmp,JI16,453,470,P
4/7/2022,D32S2AA,7H2D32,7H2D32S2A,K83Q03014N,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7H2D32S2AAZZ_20220407003320_0_L050P_resize.bmp,JI16,1946,1244,P
4/7/2022,D32T4FA,7A2D32,7A2D32T4F,K83Q03024Z,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D32T4FAZZ_20220407095517_0_L050P_resize.bmp,JI16,1935,1428,P
4/7/2022,D36G5MB,7C2D36,7C2D36G5M,K83Q0303EL,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D36G5MBZZ_20220407145738_0_L050P_resize.bmp,JI16,1722,1434,P
4/7/2022,D36X2JA,7C2D36,7C2D36X2J,K83Q0303P3,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D36X2JAZZ_20220407020305_0_L050P_resize.bmp,JI16,750,918,P
4/7/2022,D37E9PB,UN2D37,UN2D37E9P,K83Q0302QV,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,UN2D37E9PBZZ_20220407123403_0_L050P_resize.bmp,JI16,2024,1302,P
4/7/2022,D37F4AA,7A2D37,7A2D37F4A,K83Q0303TR,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D37F4AAZZ_20220407132944_0_L050P_resize.bmp,JI16,3547,695,P
4/7/2022,D37J9BB,7C2D37,7C2D37J9B,D85Q133LQW,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D37J9BBZZ_20220407143209_0_L050P_resize.bmp,JI16,898,603,P
4/7/2022,D37Q4SB,7H2D37,7H2D37Q4S,D85Q133HK9,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7H2D37Q4SBZZ_20220407110705_0_L050P_resize.bmp,JI16,3120,2014,P
4/7/2022,D3807FB,7A2D38,7A2D3807F,D85Q133QP2,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D3807FBZZ_20220407182734_0_L050P_resize.bmp,JI16,1924,1268,P
4/7/2022,D38T5NB,7C2D38,7C2D38T5N,D85Q133QNW,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D38T5NBZZ_20220407152619_0_L050P_resize.bmp,JI16,255,281,P
4/7/2022,K7AW7UD,Q21K7A,Q21K7AW7U,K85Q070GQS,T850QVN03,T850QVN03-H/K0,L128 Mura,2.4,Q21K7AW7UDZZ_20220407194703_0_L050P_resize.bmp,JI04,559,1825,P
4/8/2022,D14U3UA,7A2D14,7A2D14U3U,D85Q132WR8,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D14U3UAZZ_20220408183309_0_L050P_resize.bmp,JI16,1964,1238,P
4/8/2022,D25X9DB,7C2D25,7C2D25X9D,D85Q123M3K,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D25X9DBZZ_20220408091904_0_L050P_resize.bmp,JI16,3604,2158,P
4/8/2022,D26L9FA,7C2D26,7C2D26L9F,D85Q123GTS,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D26L9FAZZ_20220408064852_0_L050P_resize.bmp,JI16,355,342,P
4/8/2022,D2741TB,7A2D27,7A2D2741T,D85Q123QJZ,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D2741TBZZ_20220408092238_0_L050P_resize.bmp,JI16,1977,1303,P
4/8/2022,D27C6DA,7C2D27,7C2D27C6D,D85Q123JTC,T850QVN03,T850QVN03-J/S0,L128 Mura,3.5,7C2D27C6DAZZ_20220408093144_0_L050P_resize.bmp,JI16,550,600,N
4/8/2022,D27F3LA,7C2D27,7C2D27F3L,D85Q123NC7,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D27F3LAZZ_20220408104727_0_L050P_resize.bmp,JI16,2985,183,P
4/8/2022,D27R7BB,7A2D27,7A2D27R7B,D85Q123J8X,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D27R7BBZZ_20220408070157_0_L050P_resize.bmp,JI16,1844,1338,P
4/8/2022,D2823ZB,7F2D28,7F2D2823Z,D85Q123SV3,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7F2D2823ZBZZ_20220408103248_0_L050P_resize.bmp,JI16,3446,1133,P
4/8/2022,D2842BB,7F2D28,7F2D2842B,D85Q123Q33,T850QVN03,T850QVN03-J/S0,L128 Mura,2.9,7F2D2842BBZZ_20220408103052_0_L050P_resize.bmp,JI16,1897,1925,N
4/8/2022,D28R8CA,UN2D28,UN2D28R8C,D85Q132W45,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,UN2D28R8CAZZ_20220408154236_0_L050P_resize.bmp,JI16,557,198,P
4/8/2022,D2904VB,7A2D29,7A2D2904V,K83Q0303AY,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D2904VBZZ_20220408083723_0_L050P_resize.bmp,JI16,1900,1908,P
4/8/2022,D2906KB,7A2D29,7A2D2906K,D85Q133HMU,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D2906KBZZ_20220408030654_0_L050P_resize.bmp,JI16,377,1988,P
4/8/2022,D2940DA,7C2D29,7C2D2940D,D85Q132W4B,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D2940DAZZ_20220408184415_0_L050P_resize.bmp,JI16,1830,1268,P
4/8/2022,D2942EA,7C2D29,7C2D2942E,D85Q132VRT,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D2942EAZZ_20220408130005_0_L050P_resize.bmp,JI16,2724,641,P
4/8/2022,D2944WA,7C2D29,7C2D2944W,D85Q132SSZ,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D2944WAZZ_20220408151039_0_L050P_resize.bmp,JI16,495,521,P
4/8/2022,D29A0PA,UN2D29,UN2D29A0P,D85Q132W88,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,UN2D29A0PAZZ_20220408192206_0_L050P_resize.bmp,JI16,1893,1392,P
4/8/2022,D29R6QA,7C2D29,7C2D29R6Q,D85Q132X08,T850QVN03,T850QVN03-J/S0,L128 Mura,2.7,7C2D29R6QAZZ_20220408013821_0_L050P_resize.bmp,JI16,530,187,P
4/8/2022,D3096DA,7C2D30,7C2D3096D,D85Q133PKF,T850QVN03,T850QVN03-J/S0,L128 Mura,2.7,7C2D3096DAZZ_20220408094800_0_L050P_resize.bmp,JI16,1196,802,P
4/8/2022,D30B4JB,7C2D30,7C2D30B4J,D85Q132XKP,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D30B4JBZZ_20220408162433_0_L050P_resize.bmp,JI16,205,2028,P
4/8/2022,D30C7GB,7A2D30,7A2D30C7G,D85Q132WLV,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D30C7GBZZ_20220408235525_0_L050P_resize.bmp,JI16,2122,1127,P
4/8/2022,D3272RA,7C2D32,7C2D3272R,D85Q132T6P,T850QVN03,T850QVN03-J/S0,L128 Mura,2.7,7C2D3272RAZZ_20220408110927_0_L050P_resize.bmp,JI16,397,361,P
4/8/2022,D34U5HA,UN2D34,UN2D34U5H,D85Q133JQ3,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,UN2D34U5HAZZ_20220408114506_0_L050P_resize.bmp,JI16,502,566,P
4/8/2022,D36Y1RB,7C2D36,7C2D36Y1R,D85Q133KAK,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D36Y1RBZZ_20220408042407_0_L050P_resize.bmp,JI16,3263,2043,P
4/8/2022,D3727KB,7A2D37,7A2D3727K,D85Q133JKS,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D3727KBZZ_20220408083852_0_L050P_resize.bmp,JI16,1984,1348,P
4/8/2022,D3748MA,7A2D37,7A2D3748M,K83Q0303DK,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D3748MAZZ_20220408085242_0_L050P_resize.bmp,JI16,283,283,P
4/8/2022,D3780SA,7A2D37,7A2D3780S,D85Q133LPK,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D3780SAZZ_20220408074936_0_L050P_resize.bmp,JI16,1924,1258,P
4/8/2022,D37E1NA,7C2D37,7C2D37E1N,K83Q0302E1,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D37E1NAZZ_20220408085048_0_L050P_resize.bmp,JI16,1307,1108,P
4/8/2022,D37E7QB,UN2D37,UN2D37E7Q,D85Q133JZC,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,UN2D37E7QBZZ_20220408103033_0_L050P_resize.bmp,JI10,0,0,P
4/8/2022,D37F5PA,7A2D37,7A2D37F5P,K83Q0302ZY,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D37F5PAZZ_20220408221251_0_L050P_resize.bmp,JI16,1942,1288,P
4/8/2022,D37J2FA,7C2D37,7C2D37J2F,K83Q0303N6,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D37J2FAZZ_20220408110103_0_L050P_resize.bmp,JI16,1363,1674,P
4/8/2022,D37Q4YB,7H2D37,7H2D37Q4Y,D85Q133NBQ,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7H2D37Q4YBZZ_20220408113638_0_L050P_resize.bmp,JI16,1884,1468,P
4/8/2022,D37Y0BA,7C2D37,7C2D37Y0B,D85Q133MXU,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D37Y0BAZZ_20220408025222_0_L050P_resize.bmp,JI16,359,1962,P
4/8/2022,D37Y1GA,7C2D37,7C2D37Y1G,K83Q0302J4,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D37Y1GAZZ_20220408112409_0_L050P_resize.bmp,JI16,1924,1218,P
4/9/2022,D18C1KB,192D18,192D18C1K,D85Q123P8C,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,192D18C1KBZZ_20220409001551_0_L050P_resize.bmp,JI16,1884,1249,P
4/9/2022,D25G4VA,7C2D25,7C2D25G4V,D85Q123F77,T850QVN03,T850QVN03-J/S0,L128 Mura,3.5,7C2D25G4VAZZ_20220409120856_0_L050P_resize.bmp,JI16,675,1585,N
4/9/2022,D25X3RB,7C2D25,7C2D25X3R,D85Q132WTW,T850QVN03,T850QVN03-J/S0,L128 Mura,2.7,7C2D25X3RBZZ_20220409124013_0_L050P_resize.bmp,JI16,1984,1178,P
4/9/2022,D26A3TB,7C2D26,7C2D26A3T,K83Q0300WZ,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D26A3TBZZ_20220409030640_0_L050P_resize.bmp,JI16,1881,793,P
4/9/2022,D27F8VA,7C2D27,7C2D27F8V,D85Q123SV6,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D27F8VAZZ_20220409141141_0_L050P_resize.bmp,JI16,1379,1638,P
4/9/2022,D27Z3DB,7C2D27,7C2D27Z3D,D85Q123NH7,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D27Z3DBZZ_20220409114227_0_L050P_resize.bmp,JI16,1984,1238,P
4/9/2022,D28C7GA,7A2D28,7A2D28C7G,K83Q0300BV,T850QVN03,T850QVN03-J/S0,L128 Mura,2,7A2D28C7GAZZ_20220409094451_0_L050P_resize.bmp,JI16,1874,1448,Z
4/9/2022,D28N1WA,7C2D28,7C2D28N1W,D85Q132VWR,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D28N1WAZZ_20220409115024_0_L050P_resize.bmp,JI16,3724,793,P
4/9/2022,D28Q0GB,7C2D28,7C2D28Q0G,D85Q123S9A,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D28Q0GBZZ_20220409131205_0_L050P_resize.bmp,JI10,1304,835,P
4/9/2022,D28Q1KB,7C2D28,7C2D28Q1K,D85Q123FQ2,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D28Q1KBZZ_20220409155110_0_L050P_resize.bmp,JI16,3251,1847,P
4/9/2022,D28Q2DB,7C2D28,7C2D28Q2D,D85Q133J8B,T850QVN03,T850QVN03-0/K1,L128 Mura,2.4,7C2D28Q2DBZZ_20220409223340_0_L050P_resize.bmp,JI15,644,2029,P
4/9/2022,D28V7PA,7C2D28,7C2D28V7P,K83Q0300GY,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D28V7PAZZ_20220409175436_0_L050P_resize.bmp,JI16,560,582,P
4/9/2022,D2910GA,7A2D29,7A2D2910G,D85Q133LSE,T850QVN03,T850QVN03-0/K1,L128 Mura,2.4,7A2D2910GAZZ_20220409190845_0_L050P_resize.bmp,JI15,1364,1191,P
4/9/2022,D29E3KA,7A2D29,7A2D29E3K,D85Q132X7Z,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7A2D29E3KAZZ_20220409235906_0_L050P_resize.bmp,JI16,3743,2104,P
4/9/2022,D29M9VB,UN2D29,UN2D29M9V,D85Q132WLP,T850QVN03,T850QVN03-J/S0,L128 Mura,2.8,UN2D29M9VBZZ_20220409123451_0_L050P_resize.bmp,JI16,3404,1333,N
4/9/2022,D29S3PA,7C2D29,7C2D29S3P,D85Q132Z2V,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D29S3PAZZ_20220409105321_0_L050P_resize.bmp,JI16,1004,1174,P
4/9/2022,D29S6RA,7C2D29,7C2D29S6R,D85Q132X7H,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D29S6RAZZ_20220409190819_0_L050P_resize.bmp,JI16,3629,389,P
4/9/2022,D3001TA,UN2D30,UN2D3001T,D85Q123SY4,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,UN2D3001TAZZ_20220409090216_0_L050P_resize.bmp,JI16,1144,506,P
4/9/2022,D3090PA,7C2D30,7C2D3090P,D85Q132Z4C,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D3090PAZZ_20220409202944_0_L050P_resize.bmp,JI16,1684,1108,P
4/9/2022,D3096XA,7C2D30,7C2D3096X,D85Q132WM2,T850QVN03,T850QVN03-J/S0,L128 Mura,2.6,7C2D3096XAZZ_20220409105108_0_L050P_resize.bmp,JI16,1871,1308,P
4/9/2022,D30B1HB,7C2D30,7C2D30B1H,D85Q132WJB,T850QVN03,T850QVN03-J/S0,L128 Mura,2.9,7C2D30B1HBZZ_20220409123603_0_L050P_resize.bmp,JI16,3244,1334,N
4/9/2022,D30J9GA,UN2D30,UN2D30J9G,D85Q132UR4,T850QVN03,T850QVN03-J/S0,L128 Mura,2.8,UN2D30J9GAZZ_20220409140218_0_L050P_resize.bmp,JI16,150,1738,N
